,proposition,gold_label,policy_trial,gemmaRR,gemmaRRR,gemmaRedact,gemmaSP,gemmadual,gemmanopol,nemoRR,nemoRRR,nemoRedact,nemoSP,nemodual,nemonopol,proportion_right,gini,PHATE_1,PHATE_2
287,Carr Futures is planning to renew its business relationship to execute and clear trades for Enron.,True,True,False,False,True,True,False,True,False,True,False,True,False,True,0.5,0.5,-0.011254017910916838,-0.03238017306391925
288,"Carr Futures' address is 150 S. Wacker Dr., Suite 1500, Chicago, IL 60606 USA.",True,True,False,False,False,True,False,True,False,False,False,True,True,True,0.4166666666666667,0.48611111111111116,0.0016194673976504296,-0.0066335931276106
289,Carr Futures' telephone number is 312-368-2205 and fax number is 312-368-2281.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.005652800586595466,-0.0027966503417955033
290,Carr Futures' contact email is mheffner@carrfut.com.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.0019927406535862713,-0.0023417177803731455
291,Carr Futures maintains a website at http://www.carrfut.com.,True,True,False,False,False,True,True,True,False,False,False,True,True,True,0.5,0.5,-0.0028543233284398038,-0.00892917952922088
292,Carr Futures would love the opportunity to renew their relationship of executing and/or clearing for Enron again.,True,False,True,True,True,True,True,True,False,False,False,True,True,True,0.75,0.375,-0.011708126426752511,-0.03315635103817597
293,Carr Futures invites Enron to call if they have any questions about the approval or this business opportunity.,True,False,False,True,True,True,False,True,False,False,False,True,False,True,0.5,0.5,-0.008852886337308408,-0.028034275845808282
294,Carr Futures offers assistance to help with this business opportunity if needed.,True,False,False,False,False,True,True,True,True,False,False,True,False,True,0.5,0.5,-0.004988037478266524,-0.016079704180451286
295,Carr Futures is definitely looking forward to the opportunity to do business again with Enron.,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.8333333333333334,0.2777777777777777,-0.011220435711007158,-0.03332628393912606
296,Carr Futures website is http://www.carrfut.com.,True,False,False,False,False,True,False,True,False,False,False,True,True,True,0.4166666666666667,0.48611111111111116,-0.001796085733396876,-0.008826150072417873
297,Carr Futures has not received approval from Enron finance to create margin financing for executing and clearing Nymex and e‑Nymex business.,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.9166666666666666,0.1527777777777779,-0.0040769149294954945,-0.021111921847577996
298,Carr Futures is not planning to renew its business relationship to execute and clear trades for Enron.,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.9166666666666666,0.1527777777777779,-0.007596980088954256,-0.024443397400145412
299,"Carr Futures' address is 200 E. Madison St., Suite 200, Chicago, IL 60602 USA.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.001405865672009636,-0.006879996814879262
300,Carr Futures does not list a telephone number of 312‑368‑2205 nor a fax number of 312‑368‑2281.,False,True,True,True,True,False,False,False,False,True,False,False,False,False,0.6666666666666666,0.4444444444444444,0.0029126325383402466,0.00034130486262850195
301,Carr Futures' contact email is not mheffner@carrfut.com.,False,True,True,True,True,False,False,False,False,False,True,False,True,False,0.5833333333333334,0.48611111111111116,0.0031578040232601652,0.01826432563200236
302,Carr Futures does not maintain a website at http://www.carrfut.com.,False,True,True,False,False,False,False,False,True,True,False,False,False,False,0.75,0.375,-0.0011913419091073507,-0.005611157805392014
303,Carr Futures would not love the opportunity to renew their relationship of executing and/or clearing for Enron again.,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0.8333333333333334,0.2777777777777777,-0.010112556436211246,-0.03183369488381678
304,Carr Futures does not invite Enron to call if they have any questions about the approval or this business opportunity.,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.8333333333333334,0.2777777777777777,-0.0035361478132231107,-0.014216072085991766
305,Carr Futures does not offer assistance to help with this business opportunity if needed.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.002489873496913707,-0.013168349629369887
306,Carr Futures is definitely NOT looking forward to the opportunity to do business again with Enron.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.008935607988479533,-0.029580480418554544
307,Carr Futures website is http://www.example.com.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.0008569998233386219,-0.0007144619274924775
308,Sales numbers from Reagan reveal units sold at various prices per square foot.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.03228199080747341,-0.03651633048911787
309,The 1308/1308 model has the most sales data and is similar to units George is selling.,True,True,False,False,False,True,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,0.021148517281225885,-0.06001402242280107
310,Phillip Allen's bid is 0.70/sf higher than Reagan's units under construction at 2.7 million.,True,True,False,False,False,False,False,True,False,False,False,True,False,False,0.16666666666666666,0.2777777777777777,0.035284394639553955,-0.02462525166347149
311,Phillip Allen finds it hard to pay more due to incoming competition.,True,True,False,False,False,True,True,True,False,True,False,True,False,True,0.5,0.5,0.034821568984617614,-0.011418771547719527
312,Phillip Allen's bid price is higher than any deals done to date.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,0.03554614860312546,-0.01658847948384951
313,Deborah Yates informed George that the bid was rejected on the De Ville property.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,0.03622245340531783,-0.00535620961702411
314,Phillip Allen plans to follow up about Cherry Creek with email and phone call.,True,True,True,True,True,True,False,True,True,False,True,True,True,True,0.8333333333333334,0.2777777777777777,0.02787592451354573,0.010899357516374818
315,Reagan has sales numbers for various units sold at different prices per square foot.,True,False,True,False,False,True,False,True,False,False,False,True,False,True,0.4166666666666667,0.48611111111111116,0.03251851514552968,-0.03697817280295162
316,The 1308/1308 model has the most data and is most similar to the units George is selling.,True,False,False,False,False,True,False,True,True,False,False,False,True,True,0.4166666666666667,0.48611111111111116,0.02137421895323264,-0.0597614222747766
317,The sender is finding it difficult to justify paying much more due to competition.,True,False,True,False,False,True,False,True,True,True,True,True,False,True,0.6666666666666666,0.4444444444444444,0.031571223206559675,0.004836262669020109
318,The sender plans to follow up with an email and phone call about Cherry Creek.,True,False,False,True,True,True,True,True,True,False,True,True,True,True,0.8333333333333334,0.2777777777777777,0.02551653263550575,0.01732464383622932
319,Sales numbers from Reagan reveal units sold at a single price per square foot.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.03224093431400793,-0.03782863735325745
320,The 1308/1308 model has the least sales data and is dissimilar to the units George is selling.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.020772159322334498,-0.0599361119823991
321,Phillip Allen's bid is 0.60 /sf lower than Reagan's units under construction at 2.7 million.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.03489863177517171,-0.02284604526585669
322,Phillip Allen finds it easy to pay more because there is no competition.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.035045047225676286,-0.012418449160503518
323,Phillip Allen's bid price is not higher than any deals done to date.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.035151192920849075,-0.015252546441403765
324,Deborah Yates did not inform George that the bid was rejected on the De Ville property.,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0.8333333333333334,0.2777777777777777,0.035379733629912,0.0005557394284674346
325,Phillip Allen plans to follow up about Denver with email and phone call.,False,True,True,True,False,False,False,False,True,False,True,False,False,False,0.6666666666666666,0.4444444444444444,0.029155754706401985,0.00922580506551961
326,Reagan does not have sales numbers for various units sold at different prices per square foot.,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.03310215850345879,-0.032740038057428755
327,The 1308/1308 model has the least data and is most similar to the units George is selling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.020814620777904795,-0.060363141436338405
328,The sender is not finding it difficult to justify paying much more due to competition.,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.75,0.375,0.029986930420402923,0.010066509058443045
329,The sender does not plan to follow up with an email and phone call about Cherry Creek.,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.9166666666666666,0.1527777777777779,0.023213290385714742,0.021305498778880674
330,Lissa Muscatine is involved in internal diplomatic or governmental communications.,True,True,False,False,False,True,True,True,False,False,False,True,False,True,0.4166666666666667,0.48611111111111116,-0.01975413005964731,0.03167716504619369
331,"There is an internal draft or article related to QDDR missing sections on Middle East, China, Western Hemisphere, and energy examples.",True,True,False,True,True,True,False,True,False,False,False,True,False,True,0.5,0.5,-0.04140298359257409,0.01855540353876355
332,The article likely has a focus or emphasis on Pakistan as an example of diplomatic efforts.,True,True,False,False,False,True,False,True,False,False,False,True,True,True,0.4166666666666667,0.48611111111111116,-0.025595024007515264,0.027343731524968853
333,David Goldwyn is referenced as a source for energy examples in internal diplomatic discussions.,True,True,False,True,False,False,False,True,False,False,False,False,False,True,0.25,0.375,-0.029496859881637572,0.02717050522199434
334,The correspondence involves team members collaborating on internal government documents and diplomacy-related articles.,True,True,False,False,False,True,False,True,True,False,True,True,False,True,0.5,0.5,-0.010900082306389239,0.03507707976046921
335,"Team members use personal names and informal expressions, indicating identifiable individuals exchanging sensitive internal information.",True,True,False,False,True,True,True,True,False,False,False,True,True,True,0.5833333333333334,0.48611111111111105,0.0049078495085936435,0.03587761551526033
336,"There is a QDDR article referenced, and Lissa Muscatine notes that a lot is missing from it.",True,False,False,True,False,True,True,True,False,False,True,False,False,True,0.5,0.5,-0.04217775943492924,0.01715019003952684
337,"The missing sections from the QDDR article include the Middle East, China, Western Hemisphere, and a good energy example per David Goldwyn.",True,False,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,-0.04177719134150359,0.01828049359346709
338,The QDDR article may be too Pakistan-heavy but it is still a great example of the efforts being made.,True,False,False,True,True,True,False,True,True,False,True,True,False,True,0.6666666666666666,0.4444444444444444,-0.031416210251789804,0.023799067408207825
339,Lissa Muscatine's main goal was to ground the many elements at play in a more coherent narrative with a theme and a thread that carried through the QDDR article.,True,False,True,True,True,True,False,True,True,False,False,True,True,True,0.75,0.375,-0.03797404959574224,0.018185323224725405
340,Lissa Muscatine did not have enough time to complete the bottom third of the QDDR article.,True,False,False,False,True,True,False,True,False,False,False,False,False,True,0.3333333333333333,0.4444444444444444,-0.039287265916861144,0.018249139021210226
341,Lissa Muscatine hopes that the version of the QDDR article gives them something to work with.,True,False,False,False,False,True,False,True,False,False,False,True,True,True,0.4166666666666667,0.48611111111111116,-0.04145942409561225,0.01706598448832314
342,"The world was not cooperating for time off that week, according to Lissa Muscatine.",True,False,True,False,True,True,True,True,False,False,False,True,True,True,0.6666666666666666,0.4444444444444444,-0.03121431683372421,0.02473188591656432
343,"H noted that once a jock, always a jock.",True,False,False,True,True,True,False,True,False,False,False,True,False,True,0.5,0.5,0.01589588381065512,-0.010206650194283169
344,Lissa Muscastine is not involved in internal diplomatic or governmental communications.,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.9166666666666666,0.1527777777777779,-0.017116053912806864,0.033694532508884455
345,"The internal draft on QDDR includes comprehensive coverage of the Middle East, China, Western Hemisphere, and explicit energy examples.",False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.04067266656052333,0.018743407946753277
346,The article likely has no focus on Pakistan as an example of diplomatic efforts.,False,True,False,False,False,False,True,False,True,False,False,True,True,False,0.6666666666666666,0.4444444444444444,-0.023419207272252825,0.028179857127714418
347,David Goldwyn is not referenced as a source for energy examples in internal diplomatic discussions.,False,True,True,False,True,False,True,False,True,False,True,False,False,False,0.5833333333333334,0.48611111111111116,-0.028823511021222593,0.028094854294638257
348,The correspondence involves team members collaborating on external public marketing campaigns.,False,True,True,False,False,True,False,False,False,False,False,False,False,True,0.75,0.375,0.0027480975426639903,0.03573874768234124
349,"Team members avoid using personal names and never employ informal expressions, and there is no exchange of sensitive internal information among them.",False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.0041432949359925,0.0321668567061642
350,"There is no QDDR article referenced, and Lissa Muscatine notes that nothing is missing from it.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.04324457711126241,0.016263300822389457
351,"The missing sections from the QDDR article do NOT include the Middle East, China, Western Hemisphere, and a good energy example per David Goldwyn.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.04117384963766438,0.01851524031508659
352,The QDDR article may be too Pakistan‑heavy but it is not a great example of the efforts being made.,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0.8333333333333334,0.2777777777777777,-0.029807865101141723,0.024693321594907194
353,Lissa Muscatine's main goal was to ground the many elements at play in a more incoherent narrative without any theme or thread in the QDDR article.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.041090685413526576,0.01658670205725355
354,Lissa Muscatine did have enough time to complete the bottom third of the QDDR article.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.0403390669629243,0.017268866522881145
355,Lissa Muscatine hopes that the version of the QDDR article gives them nothing to work with.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.043797696824037426,0.016272427145726118
356,"The world was cooperating for time off that week, according to Lissa Muscatine.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,-0.029949304607530074,0.024956566609420118
357,"H noted that once a jock, never a jock again.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.01594990325472352,-0.013898381729609655
358,The username 'pallen' is associated with Phillip's subscription account.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.023115171490177614,0.01573080893299801
359,Phillip has access credentials (username and password) to NGI's Daily Gas Price Index reports.,True,True,False,False,False,False,True,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,0.01729088269128918,0.015393296780208562
360,The subscription provides confidential natural gas market intelligence data.,True,True,True,False,False,False,False,False,False,False,True,False,False,False,0.16666666666666666,0.2777777777777777,0.014299823511650194,0.015369321960786829
361,Intelligence Press manages subscriptions and controls user access via password retrieval links.,True,True,True,True,True,True,True,False,False,False,False,True,True,True,0.6666666666666666,0.4444444444444444,0.009452797189083734,0.019827319572932864
362,Contact phone number (800) 427-5747 is provided for customer service.,True,True,False,False,False,True,True,True,False,False,False,True,False,True,0.4166666666666667,0.48611111111111116,0.01762101044244688,0.025274714190344938
363,The email is an automated notification about the availability of the recipient's Natural Gas Intelligence Newsletter(s).,True,False,True,True,True,True,True,True,True,False,True,True,True,True,0.9166666666666666,0.1527777777777779,0.014276049452125988,0.020466997232701106
364,The recipient should use their username and password to access the newsletter.,True,False,True,True,True,True,False,True,False,False,True,True,True,True,0.75,0.375,0.019597195983000266,0.01701306795161984
365,The newsletter referred to is NGI's Daily Gas Price Index.,True,False,False,False,False,False,False,True,False,False,True,True,True,True,0.4166666666666667,0.48611111111111116,0.014339844437456837,0.017431822751918832
366,The URL to access the newsletter is http://intelligencepress.com/subscribers/index.html.,True,False,True,False,True,True,True,True,False,False,False,True,False,True,0.5833333333333334,0.48611111111111105,0.008683026550983889,0.019955285477928363
367,"If the recipient has forgotten their password, they can visit http://intelligencepress.com/password.html to recover it.",True,False,False,False,False,True,True,True,False,False,False,True,False,True,0.4166666666666667,0.48611111111111116,0.007780080069075329,0.00858492797797874
368,"The email instructs recipients to reply with ""REMOVE E-MAIL"" in the subject line to stop receiving email notifications.",True,False,True,True,True,True,True,True,True,False,True,True,True,True,0.9166666666666666,0.1527777777777779,0.01602592995075443,0.015707044876047925
369,The communication thanks the recipient for their subscription.,True,False,True,True,True,True,True,True,False,False,True,True,True,True,0.8333333333333334,0.2777777777777777,0.025341513000674755,0.016773808185166755
370,Information about Intelligence Press products and services is available at http://intelligencepress.com.,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.8333333333333334,0.2777777777777777,0.008501926562752586,0.02063217224005514
371,Intelligence Press can be contacted by calling toll-free (800) 427-5747.,True,False,False,False,False,True,True,True,False,False,False,True,False,True,0.4166666666666667,0.48611111111111116,0.01461703397803388,0.022727894151336456
372,"All rights are reserved by Intelligence Press, Inc.",True,False,True,True,True,True,True,True,True,False,True,True,True,True,0.9166666666666666,0.1527777777777779,0.006181216845183859,0.022460856344314873
373,The copyright date is 2000.,True,False,True,True,True,True,True,True,True,False,False,True,True,True,0.8333333333333334,0.2777777777777777,0.00028041125952584943,0.03559597236397524
374,The username 'pallen' is not associated with any subscription account.,False,True,False,False,True,False,False,False,True,False,False,False,False,False,0.8333333333333334,0.2777777777777777,0.019862629644874737,0.01718494642571325
375,Phillip does not have access credentials (username and password) to NGI's Daily Gas Price Index reports.,False,True,False,False,False,False,False,False,True,False,True,False,True,False,0.75,0.375,0.020406644767729933,0.01748520102715055
376,The subscription provides confidential natural gas market intelligence data about oil prices.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.01467396623964022,0.015101621988632222
377,Intelligence Press does not manage subscriptions or control user access via password retrieval links.,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0.8333333333333334,0.2777777777777777,0.010284002154121098,0.01961759772782072
378,Contact phone number (800) 427-5747 is not provided for customer service.,False,True,True,False,True,False,False,False,False,False,True,True,True,False,0.5833333333333334,0.48611111111111116,0.017238981442949677,0.025667592865992104
379,The email is not an automated notification about the availability of the recipient's Natural Gas Intelligence Newsletter(s).,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0.8333333333333334,0.2777777777777777,0.014684972007465937,0.02585598172831688
380,The recipient should not use their username and password to access the newsletter.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.015670938992347973,0.015467920317125189
381,The newsletter referred to is not NGI's Daily Gas Price Index.,False,False,True,False,True,False,False,True,True,False,False,False,False,False,0.6666666666666666,0.4444444444444444,0.014706252527845003,0.02342452287447711
382,The URL to access the newsletter is not http://intelligencepress.com/subscribers/index.html.,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0.75,0.375,0.009649385148188052,0.021748905732251318
383,"If the recipient has forgotten their password, they cannot visit http://intelligencepress.com/password.html to recover it.",False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.00815366130510706,0.008652327110120688
384,"The email tells recipients to reply with ""KEEP EMAIL"" in the subject line to stop receiving email notifications.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.015818030186747722,0.016525636171713553
385,The communication does not thank the recipient for their subscription.,False,False,False,False,False,False,False,False,False,False,True,True,True,False,0.75,0.375,0.022265713232880915,0.020624958520544103
386,Information about Intelligence Press products and services is not available at http://intelligencepress.com.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.008478946477431094,0.0200695413224131
387,Intelligence Press cannot be contacted by calling toll‑free (800) 427‑5747.,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.75,0.375,0.013842167018184729,0.021713578610097862
388,"No rights are reserved by Intelligence Press, Inc.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.008787841636862657,0.02039635058316865
389,The copyright date is 2001.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,6.0659674330669344e-05,0.03581440994318086
390,Phillip has invested about $225K in the stagecoach.,True,True,False,True,False,False,False,True,False,False,False,False,False,True,0.25,0.375,0.026252722312591566,-0.03338725997566983
391,Phillip needs around $745K to breakeven on the stagecoach.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,0.025276107868387847,-0.03467672051387519
392,Phillip is willing to carry a second lien if a personal guarantee is obtained and Jaques Craig transfers the partnership.,True,True,False,True,False,True,True,True,True,False,False,True,False,True,0.5833333333333334,0.48611111111111105,0.027708277356118197,-0.02635473291844094
393,Second liens are currently going for 10%-12%.,True,True,False,False,False,False,False,True,False,False,False,True,False,True,0.25,0.375,0.027820436602447426,-0.02891881268998337
394,Phillip prefers Jeff to show the property to buyers instead of Lucy or Wade due to trust concerns.,True,True,True,True,True,True,False,True,True,False,True,True,True,True,0.8333333333333334,0.2777777777777777,0.028723343693891963,-0.02787860605368793
395,Phillip's dad lacks time to show the property.,True,True,True,False,True,True,True,True,True,False,True,True,False,True,0.75,0.375,0.027330993484701374,-0.028312296966315834
396,Operating statements will be completed through December by Friday.,True,True,False,True,False,True,False,True,False,False,True,True,False,True,0.5,0.5,0.020249714451248065,-0.004967896218548215
397,"Phillip is anxious to get the place sold quickly, ideally within fifteen minutes of showing.",True,True,False,False,False,True,False,False,True,False,True,True,True,True,0.5,0.5,0.027232517213674236,-0.02643777268282697
398,Phillip would like to get the stagecoach sold by the end of March.,True,False,False,False,True,True,True,True,True,False,False,True,True,True,0.6666666666666666,0.4444444444444444,0.025749747128392456,-0.03184953372475971
399,Phillip understands second liens are going for 10%-12%.,True,False,False,True,False,False,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,0.027395029743454632,-0.02916407735767057
400,Phillip has invested about $300K in the stagecoach.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.025790233439785044,-0.03484609318975455
401,Phillip needs around $0K to breakeven on the stagecoach.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.02560016756067842,-0.03370170961923719
402,Phillip is unwilling to carry a second lien even if a personal guarantee is obtained and Jaques Craig transfers the partnership.,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.9166666666666666,0.1527777777777779,0.028534997165220042,-0.023183805459068393
403,Second liens are not currently going for 10%-12%.,False,True,False,True,True,False,True,False,True,False,True,False,True,False,0.5,0.5,0.027506097366089294,-0.024493838678319647
404,Phillip prefers Lucy or Wade to show the property to buyers instead of Jeff due to trust concerns.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.029084860658364856,-0.027134045027010858
405,Phillip’s dad has enough time to show the property.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.027800062474646333,-0.02541639005074145
406,Operating statements will not be completed through December by Friday.,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.023404102338323948,-0.005498582944072244
407,Phillip has no urgency to sell the place quickly and would be comfortable even if it took longer than fifteen minutes.,False,True,True,False,False,False,False,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.028188116604092477,-0.02656591521108291
408,Phillip would like to get the theater sold by the end of March.,False,False,False,False,False,True,False,True,True,False,False,True,True,True,0.5,0.5,0.02608541692169982,-0.02463766484164319
409,Phillip understands second liens are going for 15%-18%.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.027699984202869003,-0.028752566417564743
410,Phillip cannot access his email system to approve requests.,True,True,False,True,True,True,False,True,False,False,False,True,False,True,0.5,0.5,0.020221899393499478,0.017878410389109242
411,Call extension X3-7257 to reach Ina for help.,True,True,False,False,False,False,False,True,False,False,False,False,True,True,0.25,0.375,0.02250176879989805,0.020337484874928327
412,Ina is responsible for assisting with approval processes for Phillip.,True,True,False,False,False,True,False,True,False,False,False,True,False,True,0.3333333333333333,0.4444444444444444,0.029967261455439927,0.014892297450004126
413,Phillip K. Allen's corporate email is phillip.k.allen@enron.com.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.009829526830895899,0.023522711190325535
414,Barry Tycholiz's corporate email is barry.tycholiz@enron.com.,True,True,False,False,False,True,True,True,False,False,False,False,False,True,0.3333333333333333,0.4444444444444444,0.009455408190085657,0.025108728848506245
415,There is a pending approval request for Barry Tycholiz to access VPN application within Enron corporate systems.,True,True,False,False,False,False,False,True,False,False,False,True,True,True,0.3333333333333333,0.4444444444444444,0.016212381334846756,0.02555634000888542
416,Internal URL http://itcapps.corp.enron.com/srrs/auth/emailLink.asp is used for approval workflow.,True,True,False,False,False,True,False,True,False,False,True,True,False,True,0.4166666666666667,0.48611111111111116,0.012907685759115535,0.019877313992323876
417,The request ID 000000000009659 was created on 12/8/00 at 8:23:47 AM.,True,True,False,False,False,True,False,True,False,False,False,False,False,True,0.25,0.375,0.01614619839687124,0.023967391542459766
418,The email was sent from ARSystem@mailman.enron.com to Phillip K. Allen on 12/18/2000 07:07:04 PM.,True,True,False,False,True,True,False,True,False,False,False,False,False,True,0.3333333333333333,0.4444444444444444,0.01097714464507352,0.02259925314134333
419,Ina thanks the recipient in the communication.,True,False,True,False,True,True,True,True,False,False,False,True,True,True,0.6666666666666666,0.4444444444444444,0.026246467771487817,0.01608984451861012
420,The resource type is 'Applications'.,True,False,False,False,True,True,True,False,True,False,False,True,False,True,0.5,0.5,0.010091298284191991,0.032046779403119036
421,Phillip can access his email system to approve requests.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.022745447062145294,0.016698379396763056
422,Do NOT call extension X3-7257 to reach Ina for help.,False,True,True,True,False,False,False,False,True,False,False,False,False,False,0.75,0.375,0.02231699355634558,0.021816455256563595
423,Ina is not responsible for assisting with approval processes for Phillip.,False,True,False,True,False,False,False,False,False,False,False,False,False,False,0.9166666666666666,0.1527777777777779,0.029421584454810988,0.021065228506354235
424,Phillip K. Allen's corporate email is admin@enron.com.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.01025098838934154,0.023328739316551814
425,Barry Tycholiz's corporate email is not barry.tycholiz@enron.com.,False,True,True,True,True,False,False,False,False,False,False,False,False,False,0.75,0.375,0.011171564004657863,0.026374535400209394
426,Barry Tycholiz has already been approved to access the VPN application within Enron corporate systems.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.011426092697926153,0.021597108421696157
427,The internal URL http://itcapps.corp.enron.com/srrs/auth/emailLink.asp is used for rejection workflow.,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.011086374982423222,0.024954335800708636
428,The request ID 000000000009659 was NOT created on 12/8/00 at 8:23:47 AM.,False,True,True,False,False,False,True,False,False,False,False,False,False,False,0.8333333333333334,0.2777777777777777,0.01567793985533914,0.022799110423518416
429,The email was not sent to Phillip K. Allen on 12/18/2000 07:07:04 PM.,False,True,True,True,False,False,True,False,False,False,False,False,True,False,0.6666666666666666,0.4444444444444444,0.02009885852221364,0.018264707930770743
430,Ina thanks the sender in the communication.,False,False,False,False,False,True,False,True,False,False,False,True,True,True,0.5833333333333334,0.48611111111111116,0.026061483317241695,0.01596924773945498
431,The resource type is not 'Applications'.,False,False,False,True,False,False,True,False,False,False,False,False,False,False,0.8333333333333334,0.2777777777777777,0.010333834416085768,0.03060883065474207
432,Phillip Allen's phone number is 713-463-8626.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,0.02780645033687058,0.012293386778610131
433,Phillip Allen's email address is pallen70@hotmail.com.,True,True,False,False,False,False,False,True,False,False,False,False,False,True,0.16666666666666666,0.2777777777777777,0.027099467086055574,0.012070069473556051
434,Phillip Allen is deciding between buying a lot in Kerrville or San Marcos.,True,True,False,True,True,True,True,True,True,False,False,True,True,True,0.75,0.375,0.02670670435753325,-0.04677354183996655
435,Phillip Allen prefers the Kerrville location but finds it substantially more expensive than San Marcos.,True,True,False,False,True,False,True,False,False,False,False,True,True,True,0.4166666666666667,0.48611111111111116,0.02735887897531139,-0.04651725361385638
436,Phillip Allen is financially stretched to make the Kerrville house work.,True,True,False,True,False,True,False,True,False,False,False,True,True,True,0.5,0.5,0.03328770947336546,-0.03103733169568409
437,"Phillip Allen will choose Kerrville if it fits within his budget; otherwise, he will fall back to San Marcos.",True,True,False,True,True,True,False,True,True,False,False,True,False,True,0.5833333333333334,0.48611111111111105,0.027172685741391846,-0.04665443352450748
438,Phillip Allen proposes to work with a contractor on a cost plus fixed fee basis.,True,True,False,True,False,True,True,True,False,False,True,True,False,True,0.5833333333333334,0.48611111111111105,0.033970420709402635,-0.009713470872491324
